iteration,food_quantity,event_poll_ms,ants_advance_ms,evaporation_ms,update_ms,advance_total_ms,render_ms,blit_ms,iteration_total_ms,mpi_halo_exchange_ms,mpi_migration_ms,mpi_food_allreduce_ms,mpi_render_comm_ms,mpi_total_comm_ms
3377,413,0.013065,0.746510,0.074343,0.001166,0.822019,29.276192,10.541360,45.561469,0.238215,0.517615,0.051834,4.640432,5.344612
3378,415,0.019737,0.390771,0.050600,0.001035,0.442255,30.656210,8.686840,44.762153,0.213038,0.180760,0.007555,4.716093,4.960284
3379,415,0.018966,0.449182,0.035357,0.000948,0.485435,33.060987,6.709209,45.219201,0.161183,0.171519,0.008038,4.761049,5.027425
3380,415,0.015938,0.736785,0.074554,0.001612,0.812951,29.516865,9.709943,45.534356,0.260407,0.437300,0.043383,5.189642,5.860780
3381,415,0.022060,0.751688,0.068713,0.001453,0.818438,28.989338,10.577048,45.469969,0.263121,0.486778,0.028516,4.770499,5.050454
3382,416,0.028565,0.892455,0.070073,0.001397,0.963925,36.404212,1.669677,44.700413,0.281440,0.649779,0.043691,5.316481,6.192911
3383,416,0.010995,0.626009,0.066077,0.001626,0.693712,38.181482,1.538808,45.245683,0.253358,0.354242,0.039648,4.532412,5.106254
3384,419,0.015241,0.872326,0.077529,0.001529,0.951384,35.104510,2.749470,45.652522,0.355951,0.537712,0.042513,6.433405,7.302790
3385,419,0.013249,0.792924,0.091777,0.002015,0.886716,32.847037,7.556408,46.109815,0.237672,0.554660,0.055369,4.539367,5.288576
3386,419,0.016286,0.399685,0.119936,0.001124,0.491103,30.571017,8.570791,45.118189,0.193790,0.161477,0.083166,5.222845,5.453837
3387,420,0.024854,0.903913,0.104569,0.001643,0.979787,34.549129,4.563077,45.300890,0.315236,0.520569,0.050435,4.797045,5.160653
3388,422,0.017377,1.024067,0.078229,0.001323,1.103619,32.042550,6.220192,44.891423,0.274569,0.799402,0.040955,5.198450,6.180884
3389,422,0.017315,0.396890,0.042343,0.001010,0.431455,30.648813,9.287890,45.452680,0.168254,0.160658,0.015629,4.870378,5.100525
3390,423,0.019381,0.459375,0.038208,0.001098,0.496616,34.747455,4.951731,45.585576,0.171318,0.180721,0.006855,5.169885,5.391546
3391,423,0.019030,0.441197,0.046309,0.001100,0.488606,34.742852,4.141278,45.118802,0.204968,0.181820,0.016037,5.503897,5.784655
3392,425,0.025223,0.904651,0.083899,0.001445,0.987988,29.320753,8.838066,45.300887,0.307706,0.637079,0.037107,5.777264,6.192902
3393,425,0.019749,0.391925,0.042301,0.001002,0.435118,30.600239,8.574242,44.584503,0.217759,0.185811,0.005312,4.723087,4.964797
3394,425,0.017478,0.444872,0.047268,0.001065,0.488310,29.802672,9.941626,45.274519,0.164812,0.220237,0.018425,4.826154,5.010331
3395,425,0.025282,0.978742,0.070704,0.001480,1.050467,30.644848,8.645974,45.307501,0.321708,0.874874,0.019296,4.580854,4.925859
3396,426,0.019926,0.386407,0.037733,0.001034,0.424996,27.060279,13.669509,46.845897,0.167043,0.145262,0.008207,5.491761,5.685502
3397,428,0.022704,0.709215,0.080349,0.001592,0.791156,28.116398,9.794859,44.964871,0.251162,0.554815,0.053421,5.964757,6.217824
3398,430,0.016921,0.406242,0.040916,0.001090,0.448056,30.531462,8.531018,44.955158,0.164814,0.152795,0.006571,5.241684,5.445275
3399,432,0.014562,0.925116,0.114833,0.001926,1.041564,36.999392,2.649377,45.733204,0.365358,0.573880,0.068600,4.620775,5.615494
3400,432,0.012533,0.862142,0.119286,0.001893,0.926513,31.717401,7.560504,45.108964,0.225482,0.691968,0.067166,4.568261,4.877139
3401,432,0.017946,0.539639,0.061769,0.001078,0.602350,29.644837,9.538357,45.685879,0.459322,0.327630,0.028634,5.381974,5.939689
3402,432,0.019958,0.599606,0.078897,0.001453,0.636908,30.245686,7.791047,44.754822,0.221389,0.348855,0.052876,5.766596,6.243794
3403,433,0.018219,0.914482,0.142548,0.017218,1.002101,37.485543,1.540935,45.630009,0.311956,0.582911,0.109527,5.179540,6.164084
3404,433,0.010378,0.724993,0.070130,0.001397,0.796520,29.748741,10.528572,45.688025,0.234303,0.412957,0.040690,4.332208,5.005644
3405,434,0.018264,0.682936,0.072639,0.001106,0.756681,32.699323,6.748452,44.625110,0.261620,0.433773,0.041290,4.112128,4.765775
3406,435,0.019812,0.579401,0.060224,0.001754,0.639309,40.346579,15.657089,61.882291,0.240678,0.274504,0.030523,4.949498,5.464137
3407,435,0.023162,0.701052,0.073147,0.001258,0.775457,31.643231,4.792898,43.891031,0.245770,0.548917,0.060037,6.385212,6.641955
3408,436,0.014428,0.656764,0.062858,0.001200,0.720822,35.644871,1.548610,45.212943,0.232173,0.481026,0.031917,7.024811,7.272749
3409,436,0.015384,0.862865,0.137956,0.008877,1.009698,47.391837,6.617230,61.504832,0.324072,0.587901,0.122870,6.092181,6.454476
3410,436,0.019382,0.812877,0.070300,0.001523,0.884700,42.593356,11.501432,60.690353,0.306426,0.521695,0.037118,5.368888,6.145398
3411,436,0.018192,0.708432,0.074871,0.001460,0.784597,33.135428,2.568042,44.906252,0.280932,0.513949,0.041780,8.085026,8.385424
3412,439,0.017121,0.693754,0.065287,0.001167,0.760208,35.913957,1.720219,45.019916,0.234332,0.526428,0.036585,6.340757,6.586402
3413,440,0.014747,0.797988,0.059068,0.001366,0.858422,33.530241,15.817825,60.112747,0.305827,0.631771,0.024126,9.546751,9.864872
3414,441,0.024464,0.727199,0.060774,0.001158,0.789131,31.073003,6.745622,45.032430,0.305957,0.611726,0.027442,6.060840,6.380636
3415,441,0.016105,0.667710,0.062457,0.001365,0.731532,31.271790,7.020049,45.747777,0.234399,0.508796,0.034151,6.444984,6.686003
3416,441,0.020964,0.733341,0.079828,0.001519,0.805598,31.402722,5.916795,45.533000,0.251841,0.457192,0.043447,7.084701,7.421892
3417,441,0.014257,0.641519,0.063850,0.001264,0.706633,30.965180,8.179498,45.022982,0.260312,0.327206,0.035002,4.863974,5.399173
3418,441,0.023928,0.723267,0.114082,0.001312,0.838661,38.589600,13.650875,60.939397,0.260808,0.499736,0.076678,7.549985,7.811629
3419,441,0.021605,0.872970,0.058427,0.001288,0.932685,31.000637,8.590766,45.606086,0.233987,0.564681,0.022848,4.797803,5.046396
3420,442,0.019967,0.928956,0.177364,0.001392,1.107712,40.818865,8.786025,59.575572,0.351029,0.637529,0.089127,8.462401,9.029128
3421,443,0.021605,0.547230,0.112932,0.001489,0.661651,32.564611,6.564259,45.781559,0.320180,0.231958,0.068850,5.618394,6.098254
3422,445,0.021145,0.437932,0.042451,0.001005,0.469428,38.278156,0.544914,44.500876,0.172983,0.191789,0.013045,4.981606,5.176189
3423,446,0.010593,1.026356,0.136760,0.002225,1.165341,41.468332,13.539784,61.259554,0.272876,0.791925,0.073237,4.668609,5.769418
3424,446,0.021053,0.611831,0.065248,0.001775,0.677590,29.223274,10.568983,45.290148,0.231069,0.284722,0.027247,4.543530,5.052256
3425,448,0.020276,0.521709,0.057768,0.001110,0.580587,28.384820,11.586271,45.287576,0.296715,0.283449,0.025776,4.390778,4.860581
3426,449,0.022936,0.914232,0.084733,0.001521,1.000486,31.187094,8.603271,45.787297,0.329979,0.677344,0.044137,4.606147,5.446378
3427,449,0.024878,0.944924,0.279806,0.008266,1.052758,41.625458,10.638430,60.616907,0.303781,0.875058,0.228084,6.749051,7.245823
3428,452,0.023609,0.615457,0.064839,0.001831,0.672552,40.474525,14.553968,60.611281,0.284394,0.355555,0.036190,4.587035,5.148296
3429,453,0.019838,0.866828,0.065341,0.001527,0.933696,33.803534,4.757124,44.758053,0.248968,0.636255,0.040678,4.949825,5.746086
3430,453,0.014160,0.554451,0.048568,0.000953,0.603972,30.309398,9.681710,45.084201,0.274132,0.381475,0.015324,4.164493,4.458318
3431,453,0.022262,0.954311,0.078625,0.026445,1.059381,31.401996,7.834669,45.680703,0.266196,0.733110,0.069295,5.058769,5.986200
3432,454,0.019877,0.375979,0.036556,0.001132,0.412749,42.051625,11.719443,59.453602,0.179298,0.125820,0.004270,5.055747,5.255430
3433,454,0.023272,0.821878,0.074104,0.001433,0.897415,39.055427,13.881476,61.179510,0.337776,0.425269,0.058045,6.987493,7.292350
3434,454,0.020340,0.774640,0.193625,0.002542,0.931383,39.641102,14.835750,60.872707,0.285311,0.707699,0.143438,4.864617,5.680483
3435,455,0.021321,0.791022,0.096109,0.001993,0.882050,32.630450,6.798861,45.106343,0.319906,0.415840,0.051105,4.413830,5.093400
3436,455,0.016216,0.565056,0.071385,0.001716,0.624327,29.257791,10.656316,45.649140,0.243466,0.231826,0.046019,4.803080,5.285433
3437,455,0.019959,0.400763,0.031578,0.001002,0.431551,39.697382,16.935456,61.520643,0.179294,0.138579,0.004208,4.236469,4.458844
3438,455,0.020243,0.392816,0.046521,0.001127,0.429927,56.294031,13.572573,75.082059,0.167724,0.158851,0.017424,4.574166,4.791856
3439,455,0.030284,0.821038,0.057852,0.001257,0.880147,29.831473,9.626163,45.116654,0.332370,0.675925,0.028668,4.390142,5.132897
3440,455,0.030462,0.590824,0.070111,0.001754,0.646176,29.771283,9.693357,45.224672,0.241598,0.268586,0.024951,4.808317,5.072051
3441,455,0.023800,0.813744,0.066810,0.001604,0.882158,31.505765,7.940765,45.495114,0.256986,0.651905,0.031910,4.857981,5.117030
3442,456,0.018635,0.388081,0.054561,0.001448,0.444090,31.870597,6.697287,45.072643,0.176473,0.141752,0.027798,5.849033,6.069085
3443,456,0.009660,0.389901,0.045232,0.000986,0.434156,32.366269,6.681661,44.986267,0.209544,0.171501,0.014907,5.262943,5.537974
3444,458,0.017121,0.406687,0.041971,0.001229,0.449019,32.394380,7.838244,46.013758,0.219529,0.183702,0.004599,5.043287,5.341360
3445,458,0.018608,0.385064,0.044133,0.001188,0.430075,39.968603,15.041824,60.736487,0.170666,0.120027,0.017078,5.076563,5.313941
3446,458,0.025144,0.734705,0.065583,0.001287,0.801575,31.724192,4.801121,44.446515,0.246971,0.569052,0.038129,6.822390,7.069663
3447,459,0.020969,0.511319,0.073486,0.001296,0.585951,36.557849,0.931478,44.884032,0.170900,0.156062,0.027121,6.579487,6.766401
3448,459,0.009751,0.816306,0.094416,0.002230,0.912952,29.613144,10.612518,45.866683,0.292539,0.512251,0.034442,4.448958,5.149812
3449,459,0.022698,0.882440,0.084152,0.001360,0.967952,31.148472,8.528209,46.093904,0.253690,0.606563,0.042656,5.147946,5.899056
3450,460,0.016854,0.403528,0.043848,0.001072,0.441546,29.971977,8.712237,44.109047,0.171164,0.169718,0.015778,4.771848,5.019296
3451,460,0.030100,0.807921,0.066600,0.001534,0.876055,29.634947,8.606663,44.869944,0.377999,0.657615,0.027641,5.317330,5.695774
3452,461,0.018653,0.419222,0.051540,0.001011,0.450189,37.046595,2.672269,45.049247,0.172431,0.152671,0.023771,4.645317,4.849159
3453,461,0.011461,0.432281,0.041852,0.001036,0.464389,36.709124,4.706421,46.386356,0.172232,0.152988,0.012694,4.284920,4.522133
3454,463,0.014995,0.693159,0.066233,0.001341,0.760733,33.830010,1.552563,44.829226,0.237600,0.553155,0.036979,8.386687,8.646672
3455,463,0.011195,0.403347,0.044753,0.001018,0.449118,30.254535,10.603525,46.042437,0.170917,0.174302,0.013848,4.492476,4.751703
3456,464,0.020201,0.559490,0.053738,0.000986,0.613345,30.259481,9.693570,45.301371,0.166689,0.330408,0.007374,4.526946,4.887047
3457,464,0.017168,0.830414,0.062943,0.001472,0.894829,29.449437,9.866331,45.815288,0.255519,0.658961,0.026375,5.281828,5.572976
3458,465,0.014467,0.747054,0.060255,0.001384,0.808693,35.715825,1.663103,44.292127,0.267262,0.498153,0.026164,5.792416,6.507905
3459,466,0.010005,0.378427,0.042924,0.000899,0.419267,31.705429,8.983133,45.954832,0.160602,0.145578,0.006653,4.651528,4.857318
3460,466,0.022225,0.532464,0.053073,0.001358,0.586895,34.558986,4.531953,44.829220,0.191388,0.277941,0.023562,4.919154,5.295625
3461,467,0.015467,0.498999,0.053740,0.001793,0.551686,36.907129,3.875011,45.668958,0.233592,0.151366,0.027810,4.054550,4.451852
3462,468,0.026868,0.689597,0.063720,0.001715,0.752183,31.149879,8.443412,45.377176,0.395414,0.390079,0.028230,4.574263,5.195897
3463,468,0.021014,0.396989,0.033553,0.001302,0.431415,31.467356,8.624203,45.100473,0.221157,0.138112,0.003132,4.348126,4.572070
3464,468,0.019731,0.417064,0.045734,0.000943,0.458795,31.950824,8.490681,46.159694,0.163406,0.489898,0.009861,4.711347,4.883748
3465,469,0.019692,0.388483,0.038142,0.001116,0.421252,37.086493,2.655261,45.065465,0.210214,0.227377,0.008304,4.535969,4.813405
3466,470,0.010885,0.388307,0.050422,0.000959,0.439605,35.738990,4.704503,45.380120,0.167444,0.155175,0.005320,4.301354,4.520582
3467,471,0.022478,0.522553,0.043560,0.001108,0.567221,32.792677,6.538273,44.742264,0.292756,0.345040,0.013088,4.496976,4.941499
3468,471,0.013386,0.695842,0.062355,0.001262,0.759459,31.676569,6.694150,45.785492,0.238163,0.527612,0.034784,6.373824,6.626137
3469,471,0.013488,0.395439,0.036770,0.000958,0.433167,30.426455,9.709848,45.481184,0.187612,0.158746,0.004459,4.687622,4.914980
3470,471,0.024283,0.400018,0.047514,0.001391,0.448923,33.459272,5.888360,44.912601,0.185414,0.074934,0.017845,4.888348,5.114701
3471,472,0.024500,1.129636,0.082580,0.002358,1.214574,38.391308,14.614987,60.300018,0.495759,1.074919,0.047238,5.693183,6.785536
3472,472,0.020743,0.411288,0.037550,0.001162,0.450000,33.974804,5.744035,45.218838,0.196980,0.186373,0.010999,4.809793,5.082986
3473,472,0.019157,0.727504,0.086329,0.001917,0.815750,28.425703,11.613177,46.306513,0.286100,0.571490,0.058908,5.077194,5.413808
3474,473,0.024256,0.813439,0.071571,0.001382,0.886392,34.409217,2.675345,45.101093,0.263859,0.676185,0.037542,6.807841,7.078791
3475,473,0.015303,0.920316,0.072365,0.001714,0.994395,36.876247,1.819739,45.197833,0.292705,0.702599,0.043500,5.162354,6.068879
3476,475,0.010568,0.885061,0.052554,0.001543,0.939158,35.291828,3.564298,44.942744,0.242347,0.669427,0.018464,4.853977,5.598920
3477,475,0.017379,0.696795,0.085759,0.001578,0.784132,31.853395,6.679688,46.269265,0.243964,0.520575,0.053679,6.658548,6.911697
3478,476,0.019068,0.853366,0.130369,0.001529,0.982900,32.089041,6.735576,45.476261,0.249544,0.621177,0.080536,5.359985,6.190933
3479,478,0.017281,0.617963,0.063090,0.001594,0.675097,36.836362,2.708640,45.932342,0.246357,0.355950,0.034435,5.422488,5.949308
3480,478,0.012895,0.667096,0.070876,0.001766,0.739738,36.264894,3.661892,45.476887,0.336264,0.393101,0.038840,4.507767,5.073332
3481,480,0.011510,0.541901,0.063236,0.001242,0.606379,33.520362,6.155864,45.446087,0.270588,0.200733,0.036085,4.843511,5.273929
3482,480,0.016789,0.671372,0.069674,0.001218,0.742264,29.365963,8.544188,45.946928,0.232645,0.512920,0.037724,7.009544,7.252654
3483,481,0.019846,0.809538,0.066309,0.001177,0.877024,40.235560,11.622677,61.366967,0.253777,0.657901,0.027744,8.327628,8.587490
3484,482,0.018950,0.374433,0.044668,0.001251,0.420021,43.007614,10.195537,60.986007,0.168738,0.124752,0.013347,7.158948,7.348268
3485,484,0.025671,1.111332,0.080465,0.001405,1.193202,34.053386,3.455473,44.701869,0.351794,0.765510,0.036170,5.575965,5.937968
3486,484,0.018026,0.707665,0.064699,0.001245,0.773609,38.355558,12.675485,60.945117,0.237659,0.563701,0.036189,8.851503,9.099395
3487,484,0.019749,0.567434,0.071786,0.001524,0.640744,36.866287,3.027308,45.777884,0.332174,0.231617,0.042147,4.865476,5.384376
3488,484,0.011342,0.997455,0.085923,0.001814,1.085192,33.046258,6.524877,45.840318,0.242110,0.808973,0.053161,4.894287,5.808440
3489,487,0.018853,0.448953,0.053801,0.000970,0.503694,37.231817,2.144169,45.111855,0.284489,0.182581,0.021012,4.896041,5.277440
3490,487,0.017233,0.998952,0.104426,0.001646,1.104971,35.475755,2.749631,44.895478,0.287648,0.496170,0.033407,5.216047,6.023777
3491,487,0.016251,0.390321,0.040738,0.001054,0.430145,33.954778,5.744115,45.430555,0.168276,0.152016,0.008181,5.093873,5.288066
3492,488,0.022587,0.965542,0.061261,0.001020,1.027823,29.892940,9.637399,45.873016,0.521822,0.675085,0.024792,4.717576,5.766035
3493,491,0.114574,0.540655,0.057180,0.001815,0.598002,40.915809,15.593274,62.778648,0.254026,0.220488,0.051195,5.352774,5.745455
3494,491,0.023510,0.430236,0.049811,0.001047,0.467595,33.416777,6.644982,45.383692,0.171546,0.111533,0.058504,4.623585,4.879365
3495,491,0.018965,0.704435,0.063088,0.001964,0.769418,36.743721,2.745833,45.209433,0.238160,0.386533,0.021517,4.649282,5.280359
3496,493,0.016174,0.511804,0.039689,0.001154,0.552382,43.023731,12.693878,61.218233,0.177520,0.256861,0.004676,4.718480,5.035100
3497,493,0.020783,0.396290,0.049117,0.000983,0.431861,31.159524,7.697973,45.413272,0.174888,0.134349,0.018954,5.892473,6.130413
3498,494,0.017414,0.434557,0.043448,0.001039,0.473842,29.949643,9.870022,45.669959,0.174579,0.170299,0.011761,5.155179,5.338007
3499,495,0.023881,0.919802,0.082759,0.001915,1.004476,33.276803,5.687221,45.495499,0.301853,0.674441,0.067879,5.163226,5.523327
3500,495,0.020154,0.417916,0.037479,0.001086,0.455562,31.380285,8.692113,46.050088,0.179547,0.141636,0.002608,5.296696,5.481186
3501,496,0.016653,1.193783,0.148843,0.001717,1.344343,32.747788,5.719128,45.103776,0.306414,0.988004,0.056186,4.890558,5.995124
3502,497,0.013484,0.487643,0.061071,0.001951,0.550665,42.694593,12.811600,61.032421,0.165707,0.262411,0.034740,4.745087,5.106779
3503,498,0.023650,0.982729,0.081128,0.001843,1.065700,33.096100,6.762285,45.905209,0.317817,0.769091,0.029837,4.611727,4.982489
3504,498,0.021820,0.595878,0.044129,0.001095,0.640940,33.446548,6.104365,45.647168,0.203433,0.324762,0.010200,5.201219,5.418887
3505,498,0.018632,0.397989,0.048561,0.000967,0.435711,31.985522,7.051743,45.006502,0.176649,0.158210,0.017269,5.304753,5.500868
3506,501,0.024183,0.410465,0.049398,0.001036,0.448563,32.617458,7.964206,45.992466,0.190374,0.151791,0.017198,4.717913,4.954457
3507,502,0.013390,0.374014,0.045471,0.001198,0.416627,30.800856,9.755735,45.845042,0.163277,0.138929,0.007477,4.666779,4.862838
3508,503,0.018362,0.415394,0.088019,0.001440,0.474310,29.109223,10.881440,45.563715,0.169985,0.171219,0.031874,4.856205,5.088304
3509,503,0.019995,0.401488,0.034363,0.001007,0.436704,30.322320,9.590182,45.300862,0.170806,0.160788,0.004869,4.753419,4.967973
3510,505,0.019027,0.386689,0.047474,0.001173,0.426874,32.044125,7.567925,45.000252,0.196475,0.126745,0.012274,4.720453,4.931721
3511,505,0.017683,0.411883,0.036950,0.001122,0.448038,30.040275,10.095877,45.466604,0.211549,0.230011,0.008206,4.621359,4.851542
3512,505,0.018685,0.410611,0.092577,0.001676,0.451024,29.268282,11.558303,45.747581,0.170991,0.175139,0.061191,4.205421,4.479121
3513,505,0.030451,0.573993,0.042801,0.000949,0.617743,30.687604,10.247932,46.448531,0.218170,0.350416,0.010232,4.613145,4.850558
3514,505,0.017765,0.723695,0.064401,0.001396,0.789492,36.196254,2.495803,45.577041,0.260429,0.527933,0.031616,5.797229,6.062438
3515,506,0.009953,0.732733,0.059260,0.001129,0.793032,38.447781,16.536955,61.734296,0.299624,0.357886,0.020166,5.572780,6.234518
3516,507,0.019691,0.925825,0.069845,0.001469,0.997139,35.018037,3.678774,44.944046,0.290208,0.599636,0.035902,4.911036,5.801513
3517,508,0.021432,0.838025,0.103409,0.002083,0.943517,32.253086,5.535833,45.583138,0.268519,0.725445,0.075748,6.525349,6.803813
3518,508,0.020880,0.410130,0.054355,0.001378,0.450124,31.200510,8.711041,45.692753,0.197976,0.159865,0.024390,5.074571,5.310180
3519,509,0.023844,0.786965,0.075232,0.001544,0.863741,32.708749,5.582457,45.924784,0.249612,0.627978,0.033744,6.457573,6.717136
3520,509,0.019414,0.765867,0.065031,0.001128,0.832026,39.237515,15.582328,60.622626,0.268472,0.602290,0.042395,4.640738,4.933876
3521,509,0.021532,0.662278,0.057838,0.001373,0.721489,31.489222,7.560998,45.762992,0.237405,0.494460,0.027659,5.709003,5.946925
3522,509,0.023040,0.919992,0.073255,0.001562,0.991178,34.080720,3.750207,44.980696,0.413425,0.686499,0.032752,5.694987,6.174286
3523,510,0.018621,0.356005,0.051008,0.000870,0.390175,37.115951,2.589959,46.157697,0.193871,0.117675,0.021074,5.803737,6.024283
3524,510,0.017646,0.421414,0.038523,0.001158,0.460996,31.130485,7.761815,45.030000,0.327708,0.226931,0.006308,5.289836,5.643739
3525,510,0.023930,0.756628,0.067836,0.001587,0.826051,30.181891,8.730864,46.086769,0.272668,0.516636,0.038350,6.021804,6.299261
3526,510,0.018308,0.747517,0.068443,0.001342,0.817302,43.748316,8.587379,60.838897,0.239578,0.570184,0.036089,7.401360,7.653288
3527,511,0.016919,0.709056,0.059876,0.001252,0.770184,33.593587,4.574764,45.536993,0.240193,0.535410,0.030664,6.304506,6.564583
3528,511,0.013388,0.689379,0.100721,0.006108,0.796208,31.422403,8.611863,45.993097,0.245491,0.443053,0.086165,4.861481,5.528249
3529,511,0.024200,0.775639,0.065966,0.001495,0.843100,31.067958,5.919264,45.201765,0.248102,0.606511,0.033584,7.071160,7.321427
3530,511,0.015828,0.395672,0.041079,0.001081,0.428782,37.990551,0.464549,44.208176,0.180211,0.145357,0.012079,5.111576,5.335749
3531,511,0.008871,0.819739,0.067384,0.002127,0.889062,32.099673,8.570148,46.516218,0.240583,0.487535,0.044663,4.662230,5.421132
3532,511,0.020965,0.712681,0.097955,0.001866,0.799108,30.361881,9.552203,45.382991,0.261201,0.557544,0.063763,4.277575,4.620139
3533,512,0.017476,0.620589,0.130772,0.001459,0.752758,29.782831,10.682073,46.467825,0.333016,0.464237,0.048465,4.755680,5.372527
3534,512,0.024171,0.917948,0.091358,0.001597,1.010903,52.124569,2.469146,60.869499,0.316342,0.541304,0.044925,4.883078,5.769540
3535,512,0.034186,0.392316,0.048894,0.001085,0.441480,40.321845,15.684194,61.404121,0.196342,0.148171,0.003069,4.718417,4.911429
3536,514,0.025389,0.896298,0.077306,0.001861,0.972397,34.035067,4.763783,45.459420,0.343403,0.565466,0.039334,5.282603,5.990252
3537,516,0.016872,0.679086,0.064952,0.001225,0.745263,39.395154,14.834055,61.058619,0.238034,0.512085,0.035540,5.798756,6.044385
3538,518,0.025791,0.816665,0.137771,0.001702,0.956138,33.560658,4.716671,45.082877,0.364543,0.711274,0.110409,5.427720,5.807586
3539,520,0.015105,0.672912,0.066722,0.001265,0.740899,41.702462,10.654420,60.760597,0.249189,0.484407,0.035220,7.374046,7.631168
3540,522,0.019636,0.386952,0.041045,0.000966,0.428963,42.026246,14.593863,61.882666,0.231257,0.185703,0.007626,4.571075,4.821053
3541,522,0.023545,0.723716,0.087554,0.001345,0.812615,44.220518,8.762979,60.342429,0.256889,0.589551,0.045610,6.232057,6.498407
3542,522,0.018150,0.676730,0.069296,0.001387,0.747413,31.959837,6.587232,45.449110,0.246300,0.436187,0.032777,5.856346,6.450557
3543,522,0.017065,0.714306,0.067597,0.001281,0.783184,47.081248,6.645724,61.134809,0.235546,0.523095,0.036330,6.350265,6.593989
3544,523,0.012225,0.716662,0.062755,0.001308,0.780725,38.561169,16.613221,61.321800,0.296845,0.483967,0.031340,5.024242,5.720623
3545,523,0.024682,0.944067,0.105997,0.007239,1.057303,36.260282,2.686870,44.969309,0.297862,0.775144,0.085853,4.627760,4.911308
3546,523,0.021021,0.586321,0.083021,0.001330,0.670672,32.312305,6.801727,45.292087,0.297307,0.315553,0.042905,5.151905,5.688543
3547,523,0.023022,0.638987,0.087642,0.001220,0.727849,50.970266,4.630988,61.468413,0.329096,0.279281,0.060301,4.756588,5.264169
3548,524,0.019400,0.753645,0.075334,0.001373,0.830352,37.547911,16.072632,60.043945,0.278104,0.512636,0.036472,5.267830,5.607172
3549,525,0.037312,0.692302,0.067065,0.001512,0.760879,36.985714,2.630759,45.352538,0.253472,0.526645,0.036640,4.668049,4.910053
3550,526,0.017203,0.504865,0.054614,0.001516,0.555654,33.160054,7.827975,46.684461,0.241959,0.156638,0.024353,4.839162,5.257396
3551,527,0.025733,0.809215,0.071248,0.001392,0.881855,30.327775,5.601146,45.105421,0.322537,0.704800,0.036901,7.899867,8.230152
3552,527,0.017072,0.412684,0.061273,0.001828,0.466167,30.140045,10.596397,46.469572,0.204382,0.181055,0.036914,5.005030,5.300542
3553,528,0.024265,0.755642,0.068581,0.001245,0.825468,30.680926,7.037817,45.074680,0.254720,0.599941,0.044002,6.220975,6.480553
3554,528,0.016169,0.414814,0.043740,0.001198,0.448303,33.122700,6.589390,45.454839,0.205769,0.187732,0.016025,5.032713,5.313877
3555,528,0.017651,0.366968,0.049798,0.001000,0.415145,30.695702,9.626770,45.929481,0.168732,0.127621,0.003479,4.982365,5.167060
3556,530,0.013939,0.581455,0.095962,0.002362,0.631037,34.661671,3.487490,45.168907,0.404604,0.309741,0.344461,5.774850,6.442264
3557,531,0.016077,0.394165,0.033676,0.001018,0.428727,33.805061,7.448531,46.441513,0.165474,0.166292,0.004786,4.551509,4.747202
3558,531,0.023366,0.933778,0.094122,0.001144,0.991584,33.774034,4.942698,44.622526,0.293131,0.793951,0.049233,4.500771,4.870434
3559,531,0.019940,0.917318,0.074271,0.001683,0.986313,34.648967,3.541878,45.700325,0.345048,0.571265,0.040481,6.121282,6.475221
3560,532,0.022726,0.864524,0.088982,0.001497,0.929287,38.754772,15.758604,61.104663,0.298620,0.626161,0.048644,5.202468,5.609147
3561,532,0.018113,0.736600,0.068911,0.001350,0.806861,36.075754,3.790581,45.254441,0.245381,0.500498,0.036160,4.290142,4.952931
3562,532,0.019414,0.556227,0.221095,0.002414,0.779642,35.549862,4.645950,45.863514,0.237773,0.384079,0.127200,4.482700,5.148538
3563,533,0.021655,0.389600,0.042424,0.001020,0.432970,59.771919,9.760965,76.312874,0.249149,0.104904,0.014471,6.048995,6.337688
3564,534,0.018349,0.396417,0.049377,0.001302,0.446286,43.283717,9.701017,61.073463,0.171231,0.133076,0.020106,7.432759,7.624251
3565,534,0.019138,0.714571,0.072789,0.001366,0.771777,52.350871,2.704219,60.581300,0.286502,0.483756,0.019237,4.374441,5.022265
3566,534,0.012473,0.895199,0.078765,0.001603,0.975567,43.716691,10.770623,60.549813,0.283179,0.637547,0.119588,4.740181,5.569222
3567,535,0.023332,0.873635,0.078455,0.001823,0.953913,39.201410,15.646607,60.655496,0.286102,0.618776,0.046918,4.519451,5.311824
3568,536,0.021200,0.510157,0.065600,0.001154,0.576911,38.262586,0.796092,44.348379,0.257182,0.256128,0.034333,4.395866,4.844891
3569,537,0.009810,0.382000,0.047782,0.000988,0.430653,33.157109,5.587079,46.979652,0.170054,0.135196,0.005899,7.602255,7.790609
3570,539,0.016005,0.361805,0.045230,0.000986,0.406323,30.430504,10.088710,45.619812,0.169662,0.126743,0.009018,4.487365,4.681721
3571,539,0.024448,0.792092,0.118354,0.006535,0.916981,31.911683,8.537992,46.131390,0.267470,0.475833,0.108853,4.429853,4.713037
3572,540,0.012488,0.399956,0.049209,0.001098,0.450263,29.045070,11.597030,45.871511,0.179797,0.183781,0.007827,4.563020,4.786997
3573,540,0.022043,0.761390,0.067926,0.001528,0.830844,29.557038,6.589932,44.956112,0.239558,0.603268,0.034358,7.682622,7.931960
3574,540,0.017642,0.726148,0.063628,0.001199,0.790875,32.363311,6.561462,46.063948,0.254692,0.528973,0.029602,6.048303,6.308356
