iteration,food_quantity,event_poll_ms,ants_advance_ms,evaporation_ms,update_ms,advance_total_ms,render_ms,blit_ms,iteration_total_ms,mpi_halo_exchange_ms,mpi_migration_ms,mpi_food_allreduce_ms,mpi_render_comm_ms,mpi_total_comm_ms
18273,43594,0.019774,0.463525,0.060661,0.001048,0.525093,8.390586,14.502894,28.506942,0.164782,0.411682,0.036642,4.891452,5.216238
18274,43599,0.018469,0.571905,0.067126,0.001729,0.640451,8.422988,14.608724,28.256400,0.220978,0.483095,0.035756,4.320170,4.807493
18275,43611,0.020947,0.473354,0.060144,0.001536,0.525662,8.017469,15.641978,29.060044,0.240704,0.418123,0.033155,4.576094,4.939096
18276,43615,0.025226,0.469618,0.084754,0.001751,0.534464,7.480713,14.513313,27.824829,0.221522,0.430362,0.048019,4.952101,5.326176
18277,43619,0.020642,0.707062,0.057506,0.001581,0.766149,7.449369,15.663837,29.202302,0.263614,0.669514,0.032395,4.996548,5.279324
18278,43621,0.019436,0.691232,0.082104,0.001040,0.774267,8.994134,13.655190,28.380444,0.250873,0.639393,0.057144,4.616021,5.222844
18279,43629,0.028888,0.568087,0.076030,0.001545,0.644699,9.307990,13.092780,28.240460,0.242396,0.483893,0.092788,4.869773,5.306188
18280,43632,0.025297,0.626344,0.306908,0.003662,0.936914,10.188821,11.492836,28.511848,0.244141,0.481448,0.261965,5.594904,5.850116
18281,43637,0.026511,0.902490,0.138502,0.001436,1.042428,8.777860,14.025562,28.439945,0.275557,0.854316,0.092020,4.261160,5.173429
18282,43640,0.019745,0.375277,0.050878,0.001389,0.408020,8.648728,14.629439,28.508276,0.230886,0.289169,0.037397,4.526477,4.797438
18283,43642,0.020529,0.374667,0.072288,0.001820,0.406435,8.378184,13.954907,28.400081,0.255900,0.321172,0.052216,5.325268,5.630769
18284,43647,0.018807,0.389278,0.035436,0.000842,0.424834,8.501797,15.550895,29.395274,0.146570,0.351594,0.009178,4.724170,4.885883
18285,43652,0.022745,0.813412,0.104145,0.002134,0.919290,10.040966,8.950014,27.281919,0.295897,0.706528,0.077981,7.021662,7.326407
18286,43655,0.017831,0.805496,0.084999,0.001791,0.885053,11.633949,9.580997,29.031224,0.236000,0.762233,0.049101,6.626908,7.384944
18287,43659,0.016475,0.504038,0.064512,0.001823,0.570373,11.779729,10.886349,28.128552,0.218111,0.455417,0.023723,4.637380,5.058227
18288,43663,0.018098,0.372098,0.064211,0.001340,0.402390,8.681412,15.557595,29.696923,0.240201,0.393631,0.042621,4.743482,5.033132
18289,43665,0.021893,0.751176,0.063175,0.001363,0.815663,11.519962,8.596954,27.669782,0.267285,0.708111,0.035007,6.422378,6.692045
18290,43672,0.018419,0.439179,0.045613,0.000888,0.473167,10.074269,13.620280,28.676264,0.148376,0.410295,0.013836,4.283454,4.474869
18291,43676,0.027853,0.615761,0.056090,0.001743,0.672113,9.423760,13.572150,28.549943,0.303400,0.566236,0.027501,4.523689,5.108024
18292,43679,0.023490,0.741180,0.079025,0.001337,0.821542,8.392833,14.883692,28.899324,0.254097,0.707906,0.050717,4.495560,4.763626
18293,43686,0.017915,0.345071,0.060794,0.001263,0.373234,7.696252,15.478809,28.351072,0.256951,0.246139,0.036458,4.485378,4.770304
18294,43689,0.018536,0.488591,0.062381,0.001585,0.543139,7.438906,14.499620,27.896276,0.207867,0.436968,0.034659,5.148035,5.523246
18295,43691,0.017334,0.378296,0.056323,0.001656,0.418697,7.991768,15.415912,28.833416,0.225898,0.289225,0.022207,4.735967,4.974856
18296,43694,0.018399,0.376621,0.035811,0.000849,0.406717,9.288659,12.504978,27.482137,0.175893,0.312829,0.009515,5.076547,5.285226
18297,43695,0.020169,0.363447,0.029165,0.000895,0.393375,10.049748,14.452436,29.383397,0.156471,0.307688,0.002749,4.297664,4.471003
18298,43697,0.019793,0.342252,0.042042,0.000913,0.382580,9.298536,14.639096,28.904408,0.151264,0.287329,0.002820,4.398255,4.555979
18299,43700,0.018474,0.390425,0.036992,0.000911,0.426165,8.386773,15.526856,29.144397,0.153651,0.338271,0.009823,4.616546,4.829995
18300,43704,0.020649,0.492401,0.057002,0.001350,0.521654,7.905774,15.554492,28.706434,0.196879,0.423443,0.032603,4.450358,4.690162
18301,43710,0.018301,0.408731,0.110287,0.002041,0.457157,7.791798,15.487180,28.639973,0.247385,0.291874,0.078923,4.552599,4.894632
18302,43715,0.019756,0.356814,0.077645,0.001403,0.435862,7.807339,14.455275,27.900602,0.250140,0.397311,0.054783,4.905911,5.232678
18303,43718,0.022018,0.402497,0.056027,0.001080,0.431476,7.990731,14.564930,28.965077,0.269412,0.436422,0.031658,5.645058,6.003088
18304,43718,0.023576,0.499640,0.054464,0.001623,0.555727,8.523003,14.822209,28.568862,0.292999,0.402893,0.024660,4.372543,4.811444
18305,43720,0.020479,0.840571,0.060553,0.001128,0.893595,7.622805,15.533652,28.705022,0.228885,0.804475,0.032358,4.399498,4.946396
18306,43725,0.032002,0.366684,0.034966,0.000879,0.402447,8.724617,14.523329,28.369617,0.343035,0.253392,0.006349,4.332455,4.690102
18307,43733,0.015858,0.364950,0.060867,0.001546,0.405652,8.343618,14.834850,28.011123,0.238632,0.304459,0.023838,4.109644,4.430003
18308,43740,0.020057,0.384137,0.031000,0.000977,0.413125,7.640916,16.552163,29.380410,0.167636,0.328911,0.003751,4.560456,4.731669
18309,43743,0.024988,1.029933,0.086748,0.001509,1.117882,7.714719,14.459638,28.019404,0.196762,1.022026,0.033076,4.445557,5.368804
18310,43744,0.019978,0.391642,0.173242,0.009711,0.426273,9.352449,13.533829,28.556591,0.221775,0.320759,0.167698,4.822356,5.235289
18311,43747,0.019060,0.354761,0.033505,0.000809,0.388852,8.193638,15.510162,28.394771,0.147968,0.301456,0.052153,4.073957,4.289940
18312,43751,0.019400,0.350760,0.034909,0.001074,0.383214,8.377913,15.593761,28.541898,0.151006,0.296905,0.005547,4.001939,4.175511
18313,43757,0.018721,0.361476,0.039866,0.000791,0.402133,8.807255,15.367539,28.680690,0.150876,0.306057,0.011952,3.920033,4.107355
18314,43757,0.017421,0.345163,0.032307,0.000889,0.376199,8.618582,15.592173,29.138540,0.147185,0.288356,0.005835,4.371412,4.535041
18315,43762,0.021649,0.380053,0.028711,0.001028,0.405693,9.632327,13.693534,28.172245,0.230733,0.330054,0.004918,4.194311,4.405064
18316,43764,0.021524,0.391121,0.038560,0.001168,0.430542,8.368646,14.501868,28.535154,0.153772,0.366960,0.005246,4.998526,5.255695
18317,43766,0.019855,0.368232,0.037541,0.000950,0.406299,7.751861,15.556565,28.448722,0.151542,0.314721,0.004837,4.552310,4.742098
18318,43769,0.019078,0.474876,0.041514,0.000836,0.517191,8.623313,14.642627,28.274645,0.152826,0.423565,0.007836,4.305797,4.603430
18319,43777,0.019273,0.481507,0.073330,0.001321,0.556078,8.167816,15.780263,28.794834,0.224572,0.439452,0.038781,4.028898,4.444669
18320,43780,0.020074,0.378403,0.043736,0.000914,0.422863,7.760554,16.549062,29.253194,0.163012,0.318839,0.009179,4.321498,4.525291
18321,43781,0.023856,0.354590,0.116866,0.002013,0.384734,9.462008,12.525317,27.596244,0.285225,0.235032,0.094319,4.795478,5.188071
18322,43786,0.021676,0.534541,0.054889,0.001042,0.581565,7.816425,16.111210,29.093010,0.323903,0.479160,0.030215,4.200703,4.753650
18323,43788,0.021997,0.844206,0.052696,0.001413,0.890475,7.967065,14.518671,27.939130,0.246162,0.743512,0.017754,4.253630,4.517009
18324,43793,0.018193,0.368803,0.042375,0.000949,0.409126,8.500820,14.518950,28.309525,0.164354,0.321752,0.012149,4.671452,4.844398
18325,43797,0.018120,0.381336,0.056277,0.001871,0.417981,9.531541,13.686216,28.188849,0.238216,0.270868,0.022998,4.254491,4.546523
18326,43804,0.019805,0.430225,0.082356,0.001701,0.514282,9.129930,13.745352,28.042073,0.235263,0.389926,0.060082,4.338728,4.752287
18327,43814,0.018955,0.355478,0.033025,0.000924,0.389246,9.735785,14.585754,29.180286,0.205340,0.298437,0.004085,4.234142,4.454130
18328,43816,0.020298,0.364695,0.047066,0.001124,0.395269,8.311980,15.551941,28.709833,0.150352,0.314435,0.023878,4.239214,4.411323
18329,43817,0.019935,0.494874,0.065927,0.001453,0.524748,8.123500,15.629962,28.682792,0.268975,0.457082,0.043691,4.051892,4.491977
18330,43822,0.018435,0.380949,0.059069,0.000962,0.415827,8.164024,15.487852,28.847924,0.397702,0.448531,0.029827,4.305528,4.771145
18331,43827,0.018344,0.360281,0.061300,0.001505,0.395470,8.054261,15.598629,28.964997,0.216119,0.328660,0.029289,4.587670,4.916745
18332,43831,0.019404,0.390054,0.030454,0.000873,0.421115,8.306291,14.494655,28.016668,0.150587,0.333548,0.007171,4.617630,4.815427
18333,43837,0.017602,0.357520,0.038649,0.000907,0.392964,9.832367,14.703741,29.359829,0.165736,0.303392,0.004786,4.220255,4.425866
18334,43842,0.019004,0.385602,0.043413,0.000864,0.428640,10.081778,12.501471,27.510655,0.147472,0.322702,0.007922,4.306319,4.469155
18335,43847,0.021907,0.408892,0.034202,0.001110,0.442250,9.420185,15.554632,29.633128,0.154297,0.374077,0.001700,4.004179,4.179736
18336,43853,0.020768,0.365762,0.070672,0.001328,0.405824,8.936723,13.637084,28.029289,0.242907,0.369680,0.046953,4.755276,5.041759
18337,43857,0.019414,0.812799,0.069581,0.001105,0.883485,9.851693,11.552872,28.379293,0.233706,0.764942,0.039823,5.818029,6.576094
18338,43866,0.018700,0.397398,0.105933,0.001851,0.429970,7.778913,15.495387,29.030082,0.350865,0.351502,0.079117,4.852200,5.294806
18339,43869,0.024571,0.589704,0.045569,0.000909,0.636155,8.548340,13.597461,27.766886,0.192161,0.499138,0.015888,4.745394,5.156573
18340,43877,0.027055,0.382451,0.085236,0.001534,0.431902,9.357976,13.587955,28.684029,0.310658,0.240671,0.057163,4.910681,5.301619
18341,43884,0.022419,0.361553,0.032453,0.000946,0.394804,8.286834,15.546315,29.116649,0.174336,0.305464,0.008551,4.669387,4.854751
18342,43888,0.019416,0.508261,0.043897,0.000937,0.549659,7.847788,15.498053,28.450767,0.172985,0.445050,0.003504,4.350461,4.523837
18343,43893,0.025981,0.497760,0.061234,0.001564,0.560400,8.240294,14.870191,28.579376,0.241717,0.455495,0.021801,4.614481,5.037597
18344,43896,0.038978,0.821597,0.105233,0.001257,0.928087,8.578222,13.649433,28.218734,0.332062,0.967964,0.062024,4.574635,5.523743
18345,43902,0.024286,0.742428,0.058814,0.001022,0.802264,7.757716,14.504325,28.015664,0.280377,0.692321,0.025372,4.615494,5.310854
18346,43903,0.018001,0.363194,0.042385,0.000892,0.405277,8.385014,15.485192,28.920557,0.146449,0.306522,0.008601,4.469033,4.643091
18347,43911,0.017752,0.342969,0.041549,0.000838,0.381704,8.529521,15.553501,28.931440,0.150932,0.290554,0.005083,4.270334,4.444780
18348,43917,0.018903,0.509197,0.072421,0.001775,0.582897,7.459802,15.544522,27.928358,0.222425,0.433186,0.035772,4.078928,4.505984
18349,43922,0.018279,0.351320,0.039059,0.000794,0.391116,8.533352,15.499913,28.643898,0.160044,0.300706,0.006391,4.026177,4.213561
18350,43923,0.019638,0.366742,0.044804,0.000975,0.406978,8.711621,15.522762,29.479238,0.291717,0.410288,0.019016,4.508339,4.850495
18351,43925,0.020893,0.495891,0.055431,0.000954,0.552276,11.285803,10.488446,27.419008,0.172483,0.517966,0.026378,4.799342,5.201408
18352,43930,0.019154,0.815287,0.084979,0.002061,0.901468,9.463191,13.585037,29.212461,0.284360,0.728687,0.054068,4.923690,5.748554
18353,43933,0.019191,0.532759,0.068226,0.001624,0.602540,7.262469,15.501206,28.314901,0.226585,0.494646,0.030738,4.679703,5.143852
18354,43937,0.018784,0.539863,0.082853,0.022297,0.625066,8.900547,14.632444,28.997546,0.216146,0.467963,0.040766,4.573640,4.991805
18355,43938,0.020751,0.344250,0.043199,0.000811,0.382389,7.995505,15.502567,28.583752,0.156840,0.290602,0.007612,4.513371,4.675481
18356,43942,0.017324,0.784703,0.066460,0.001160,0.852323,8.445258,14.782361,28.617894,0.149821,0.749570,0.035946,4.334022,4.978488
18357,43948,0.020950,0.372270,0.041050,0.000935,0.414133,8.521768,12.731196,26.919103,0.274936,0.299460,0.016452,4.962641,5.234024
18358,43954,0.022646,0.415962,0.058917,0.001210,0.472618,10.153342,11.744124,27.538713,0.299106,0.276287,0.030137,4.825769,5.132090
18359,43958,0.023178,0.875598,0.097878,0.001525,0.955427,8.081335,14.605984,29.060315,0.338051,0.776196,0.037920,4.963838,5.369657
18360,43961,0.018449,0.445850,0.032995,0.000879,0.479686,7.714136,15.549709,28.836382,0.148951,0.397298,0.008041,4.908024,5.163281
18361,43964,0.018690,0.450182,0.047647,0.000978,0.477270,10.535886,12.758944,28.849299,0.227812,0.466330,0.022344,4.801734,5.046012
18362,43968,0.018436,0.431273,0.104901,0.002296,0.483040,12.989506,9.679096,28.152053,0.317720,0.382192,0.077747,4.599989,5.083580
18363,43973,0.017907,0.454892,0.064546,0.001274,0.502501,9.839911,14.529480,29.748330,0.250331,0.545609,0.033199,4.522105,4.962735
18364,43977,0.019994,0.397741,0.036082,0.000867,0.432843,11.276815,12.560835,28.957824,0.175355,0.343909,0.006254,4.478601,4.651359
18365,43982,0.020975,0.385961,0.043060,0.000910,0.429831,9.722826,15.458185,30.587925,0.164098,0.341562,0.007597,4.766939,4.962602
18366,43986,0.020389,0.429716,0.078096,0.001241,0.466867,9.532985,14.951510,29.931349,0.178030,0.350988,0.044852,4.717140,4.940323
18367,43993,0.019273,0.504688,0.064135,0.001630,0.570099,10.419363,14.669579,30.996033,0.237962,0.450576,0.018386,5.056844,5.420507
18368,43995,0.025641,0.728916,0.075421,0.001272,0.805544,9.338280,14.596536,30.134280,0.252715,0.677412,0.047051,5.089416,5.354204
18369,44000,0.021605,0.389376,0.039423,0.000936,0.426138,10.311749,13.830114,30.118695,0.177685,0.328990,0.004425,5.327660,5.524354
18370,44005,0.020312,0.427478,0.065793,0.001587,0.456937,9.622634,13.543150,29.526370,0.296049,0.389571,0.040064,5.516081,5.867959
18371,44010,0.018870,0.388338,0.045032,0.000998,0.431571,9.186813,16.812242,31.254624,0.175225,0.331874,0.005975,4.612695,4.803162
18372,44014,0.020987,0.533153,0.063133,0.001716,0.597836,8.553186,15.829590,29.828270,0.230959,0.454787,0.019991,4.576295,5.006692
18373,44015,0.019790,0.560608,0.063498,0.001955,0.623196,8.965719,15.561474,30.466358,0.314820,0.561045,0.028085,4.940369,5.481740
18374,44020,0.020389,0.416205,0.047827,0.000872,0.464842,9.290306,14.481070,29.526239,0.192618,0.360216,0.006049,5.036664,5.261657
18375,44023,0.020385,0.771564,0.059731,0.001210,0.832505,10.900173,13.596143,30.686562,0.274646,0.723648,0.029118,5.036223,5.725617
18376,44027,0.019386,0.393248,0.039467,0.000865,0.433478,9.713978,15.540283,30.422212,0.168553,0.335672,0.007224,4.532143,4.742451
18377,44029,0.020627,0.477677,0.058430,0.001008,0.537115,9.031424,15.356766,29.965069,0.178411,0.419620,0.023744,4.821420,5.006850
18378,44036,0.020359,0.415248,0.046889,0.001043,0.462939,8.544854,16.675204,30.828178,0.167881,0.358980,0.010741,4.936475,5.169700
18379,44041,0.022910,0.418442,0.040263,0.000846,0.449670,8.442492,15.732355,29.833380,0.417605,0.446906,0.013380,4.852356,5.201516
18380,44043,0.022980,0.467540,0.081863,0.001169,0.518249,8.281855,15.502292,29.951426,0.319751,0.564687,0.031616,5.227394,5.594039
18381,44047,0.022571,0.404856,0.031488,0.001005,0.436747,9.329900,15.358055,30.284546,0.175043,0.347168,0.003099,4.945047,5.146838
18382,44053,0.021933,0.698972,0.086351,0.001229,0.786552,8.771031,16.600717,31.244228,0.183288,0.652044,0.053273,4.834565,5.297114
18383,44059,0.031102,0.486277,0.056821,0.001087,0.544118,8.346086,15.566224,29.803992,0.424310,0.439719,0.029702,4.862252,5.425459
18384,44063,0.030724,0.940091,0.065597,0.001175,1.006863,9.191103,13.585169,29.940472,0.516090,0.820433,0.019955,5.577445,6.106652
18385,44069,0.024858,0.738223,0.072711,0.001019,0.787039,9.060484,15.610131,30.766204,0.281173,0.678993,0.028763,4.953419,5.265144
18386,44073,0.028159,0.924174,0.050553,0.001087,0.975814,10.062882,12.703376,30.173888,0.307253,0.920564,0.076957,6.036260,6.379064
18387,44075,0.026188,0.841416,0.081063,0.001388,0.923157,9.528607,13.833717,29.849766,0.318128,0.789589,0.056487,5.175029,5.517655
18388,44077,0.018783,0.509534,0.067104,0.006228,0.578272,8.061550,15.572767,29.503372,0.217528,0.432147,0.020555,5.031491,5.356514
18389,44078,0.026998,0.398726,0.030788,0.001331,0.427370,9.383584,15.672035,30.474277,0.255711,0.403204,0.004216,4.620260,4.893492
18390,44080,0.031598,1.170809,0.150734,0.002318,1.323490,8.527861,15.473528,30.605113,0.452623,1.117295,0.122578,4.754684,5.982633
18391,44082,0.020856,0.372024,0.063413,0.000970,0.417504,8.797933,15.925126,29.988960,0.159245,0.312180,0.036909,4.633910,4.812165
18392,44087,0.020839,0.397000,0.068510,0.001211,0.429995,10.476298,15.775611,31.549320,0.244494,0.381202,0.043545,4.550863,4.869775
18393,44093,0.024245,0.362472,0.039842,0.001125,0.403126,9.225017,15.817311,30.386177,0.225403,0.305672,0.012296,4.676916,4.923034
18394,44098,0.019195,0.491133,0.055195,0.001019,0.540856,8.916703,16.343823,30.616068,0.237988,0.439757,0.026917,4.522719,4.912172
18395,44102,0.020951,0.403198,0.043568,0.000922,0.447529,8.233355,16.537096,30.273905,0.163180,0.352273,0.009559,4.853727,5.070121
18396,44108,0.020476,0.416757,0.046228,0.001014,0.463828,8.435298,16.780362,30.761720,0.190525,0.363172,0.011287,4.858533,5.115956
18397,44112,0.029904,0.848298,0.066094,0.001234,0.915626,10.346427,13.785518,30.290047,0.253265,0.929654,0.036649,4.830196,5.717308
18398,44117,0.021091,0.386363,0.045898,0.000961,0.428933,9.629747,15.564524,30.374166,0.166053,0.331586,0.006550,4.545200,4.736371
18399,44122,0.021884,0.731371,0.061823,0.001350,0.794544,8.790756,15.662377,30.440259,0.259457,0.710932,0.039351,4.868807,5.154446
18400,44125,0.021924,0.384367,0.057483,0.001266,0.413996,8.210039,16.558838,30.346040,0.277832,0.419471,0.032343,4.812127,5.123956
18401,44130,0.025784,0.420743,0.032568,0.001030,0.451034,11.926218,12.611182,30.102841,0.165005,0.392535,0.003869,4.881628,5.074567
18402,44131,0.020995,0.406753,0.076206,0.001484,0.445205,8.967437,15.784782,30.637526,0.282695,0.352503,0.041669,5.015426,5.404465
18403,44134,0.022714,0.958012,0.082832,0.002594,1.013610,11.338712,11.564638,30.259068,0.336604,1.083156,0.031006,5.914290,6.840599
18404,44143,0.019696,0.430235,0.134500,0.002161,0.496232,10.748922,11.938335,29.893589,0.258730,0.470854,0.098358,6.317842,6.748650
18405,44145,0.022758,0.412627,0.032446,0.001014,0.445961,9.004937,15.636574,30.736931,0.165498,0.350184,0.002840,5.452263,5.662225
18406,44151,0.034896,0.400441,0.051257,0.001019,0.435184,9.591679,14.585192,30.471526,0.238050,0.307255,0.025519,5.549798,5.822890
18407,44155,0.019305,0.397704,0.046579,0.000960,0.445135,9.640011,14.854909,30.081791,0.165045,0.341840,0.011353,4.937159,5.146316
18408,44158,0.020252,0.470802,0.035604,0.001052,0.507253,8.719573,16.568652,30.847597,0.169347,0.419411,0.008241,4.851917,5.122488
18409,44163,0.019025,0.606244,0.081018,0.004107,0.682344,10.515860,13.650812,29.761789,0.237823,0.630552,0.067351,4.584848,5.117825
18410,44166,0.021643,0.377142,0.075576,0.001017,0.414397,9.086988,16.700669,31.358789,0.163866,0.320693,0.045724,4.918001,5.146044
18411,44168,0.020276,0.476312,0.057837,0.001206,0.513083,8.133157,16.757787,30.328642,0.292973,0.450798,0.092623,4.544516,4.993119
18412,44171,0.020055,0.886160,0.102433,0.001420,0.990013,8.864864,14.846308,29.780717,0.297747,0.838149,0.067960,4.717093,5.561291
18413,44178,0.018591,0.380694,0.046576,0.000920,0.411991,8.648214,16.706376,31.077735,0.200372,0.289128,0.020426,5.044911,5.291233
18414,44179,0.021263,0.485401,0.050467,0.000864,0.536732,10.828224,13.557795,30.038908,0.161915,0.429103,0.016672,4.918708,5.200413
18415,44185,0.020891,0.389194,0.041034,0.000868,0.428201,9.395697,15.922538,30.438097,0.167133,0.330534,0.006873,4.484379,4.695024
18416,44186,0.020663,0.801383,0.071750,0.001279,0.874239,8.978214,15.576540,30.599650,0.228572,0.755797,0.044217,4.892184,5.616095
18417,44190,0.019565,0.389956,0.034630,0.001464,0.425153,8.991002,15.869006,29.681698,0.169521,0.337025,0.005316,4.187136,4.363574
18418,44196,0.022102,0.402463,0.064622,0.001541,0.435022,8.850249,16.277323,30.492973,0.302606,0.482315,0.038764,4.509775,4.928105
18419,44200,0.026806,0.768906,0.218200,0.004083,0.916363,11.978985,9.579898,29.012140,0.399685,0.708644,0.078907,5.996152,6.768450
18420,44204,0.020551,0.499452,0.045229,0.001301,0.545702,10.513085,14.648716,31.375077,0.179274,0.475191,0.006561,5.407757,5.630418
18421,44208,0.020938,0.399301,0.062929,0.001100,0.430818,10.494028,12.748039,29.473329,0.161762,0.343160,0.037367,5.568428,5.774533
18422,44211,0.022246,0.376036,0.135461,0.001632,0.407187,9.792229,15.639168,31.223527,0.306382,0.367245,0.112087,4.923462,5.372532
18423,44218,0.021294,0.428149,0.045379,0.000926,0.471027,9.977645,15.553945,30.868240,0.166608,0.373284,0.005400,4.624536,4.834558
18424,44226,0.021344,0.407337,0.056905,0.001158,0.464009,9.803428,15.539601,30.957325,0.300450,0.387530,0.030392,4.772454,5.175908
18425,44231,0.022086,0.386569,0.071270,0.001358,0.418376,12.760368,11.726346,29.915043,0.245463,0.326552,0.045066,4.676279,5.012440
18426,44233,0.020741,0.932706,0.075337,0.001511,1.009554,9.130996,14.794466,30.666394,0.329496,1.010999,0.044115,5.275573,6.233390
18427,44236,0.019666,0.540927,0.061715,0.001707,0.600526,12.746691,10.853950,30.215743,0.228535,0.489615,0.023578,5.735295,6.181654
18428,44238,0.019243,0.408403,0.046025,0.000961,0.455273,9.377555,14.579103,29.872352,0.153939,0.351161,0.011166,5.273986,5.491119
18429,44240,0.019142,0.427759,0.041081,0.001011,0.460466,9.159470,15.651679,30.339499,0.159840,0.371740,0.013240,4.860353,5.040433
18430,44246,0.020973,0.585453,0.061841,0.001736,0.648570,10.926968,13.537383,30.453093,0.241752,0.502242,0.034064,5.057553,5.558334
18431,44250,0.019569,0.398830,0.115967,0.002769,0.456065,9.487618,15.734211,31.184880,0.282603,0.461569,0.094350,5.117450,5.534766
18432,44254,0.023951,0.746809,0.084280,0.001503,0.832592,8.360583,15.548549,29.985694,0.247760,0.702310,0.047660,4.952590,5.204581
18433,44258,0.019788,0.390277,0.036388,0.000969,0.427428,9.160630,15.581338,30.198432,0.157840,0.343423,0.004603,4.825426,5.033486
18434,44264,0.019343,0.410590,0.042477,0.001119,0.453857,9.539057,16.367463,31.127276,0.160882,0.348565,0.031242,4.549466,4.801900
18435,44270,0.024100,0.517464,0.048864,0.000940,0.561945,8.874209,14.601224,30.019818,0.181334,0.454479,0.014504,5.735031,5.941899
18436,44274,0.021290,0.398152,0.040731,0.001000,0.439674,9.330168,14.582140,29.757174,0.158411,0.340201,0.007834,5.215105,5.415183
18437,44280,0.022922,0.792774,0.060457,0.001102,0.854315,9.873739,14.737431,31.084605,0.276244,0.914729,0.028355,5.107419,5.967616
18438,44286,0.023672,0.444133,0.081071,0.001046,0.489418,10.265224,13.444083,29.410426,0.363133,0.579868,0.045341,4.736910,5.224906
18439,44291,0.026128,0.386884,0.054473,0.000884,0.417669,9.390626,16.380838,31.058006,0.285303,0.352686,0.032228,4.551976,4.847628
18440,44294,0.021973,0.684172,0.063044,0.001180,0.725875,8.770423,15.655695,30.236896,0.240741,0.561609,0.026267,4.810130,5.045505
18441,44301,0.019787,0.565645,0.069559,0.001832,0.634713,9.085368,15.439731,30.308372,0.346631,0.466695,0.023343,4.739968,5.161388
18442,44304,0.020878,0.385927,0.035239,0.000929,0.418763,8.981876,15.555325,30.044179,0.166035,0.331007,0.009566,4.890260,5.069020
18443,44305,0.029818,0.469057,0.034771,0.001057,0.504638,9.356894,15.489318,30.421444,0.268228,0.382578,0.006792,4.761103,5.063086
18444,44307,0.020405,0.405826,0.031602,0.000890,0.435194,9.789391,15.575241,30.955235,0.254091,0.372700,0.005487,4.805651,5.118597
18445,44314,0.020251,0.559683,0.045797,0.000924,0.601757,9.417361,15.387721,30.023395,0.179724,0.488979,0.009332,4.411384,4.580898
18446,44317,0.019122,0.435314,0.049309,0.000913,0.485444,9.616264,16.396114,31.061784,0.172913,0.377193,0.011843,4.355481,4.613716
18447,44319,0.020545,0.381780,0.044077,0.000862,0.426609,8.743826,15.713849,29.542331,0.220289,0.325930,0.008302,4.402376,4.660960
18448,44324,0.023238,0.418724,0.032459,0.001111,0.452024,9.244421,16.448582,30.826027,0.175546,0.365588,0.004960,4.463150,4.678292
18449,44327,0.019763,0.381882,0.065286,0.001364,0.416008,8.365411,16.623805,30.430856,0.245999,0.391209,0.036858,4.707980,5.005489
18450,44332,0.021536,0.403857,0.043749,0.001215,0.448444,8.401909,16.677730,30.566642,0.172728,0.344468,0.006433,4.826633,5.004894
18451,44336,0.016678,0.452419,0.071129,0.001531,0.499789,9.249484,14.570938,29.313864,0.237549,0.367140,0.030384,4.701331,5.059284
18452,44339,0.018068,0.380998,0.044993,0.000929,0.425678,11.035677,14.592198,30.561799,0.185328,0.318348,0.006141,4.293404,4.497363
18453,44340,0.021418,1.228721,0.076085,0.001828,1.306634,10.252127,13.600065,29.993181,0.242367,1.335118,0.046448,4.416563,5.698309
18454,44342,0.019033,0.420841,0.041881,0.001061,0.463783,10.105697,14.553593,30.747318,0.173448,0.365828,0.014221,5.411589,5.660705
18455,44346,0.022602,0.406390,0.082066,0.001144,0.442403,10.167598,14.728261,30.701954,0.281090,0.350452,0.053525,4.987405,5.363715
18456,44354,0.017043,0.451201,0.063293,0.001202,0.497580,8.287266,16.526036,30.742776,0.245699,0.380710,0.022293,5.017628,5.337637
18457,44356,0.019746,0.415759,0.049304,0.001111,0.457372,8.286475,16.546847,30.648666,0.194099,0.391334,0.012336,5.123429,5.395965
18458,44360,0.019657,0.376195,0.044639,0.000959,0.421594,8.420428,16.544025,30.126153,0.164059,0.322186,0.009851,4.539780,4.729521
18459,44364,0.019440,0.407139,0.063163,0.001070,0.441060,8.572090,16.573683,30.491038,0.163973,0.449455,0.034202,4.559493,4.890110
18460,44369,0.019541,0.434932,0.063489,0.001595,0.495498,9.470914,14.633481,30.035073,0.164467,0.394942,0.033729,5.134437,5.468939
18461,44372,0.021010,0.375779,0.029578,0.000909,0.406153,8.526695,16.664826,31.086657,0.159962,0.321554,0.002252,5.293701,5.478349
18462,44374,0.024865,0.796476,0.079739,0.001327,0.877542,7.941934,16.498834,30.134599,0.259502,0.769580,0.044341,4.491676,4.774248
18463,44375,0.019880,0.375572,0.071376,0.001345,0.408412,9.052583,15.477709,30.022901,0.325726,0.431491,0.045989,4.671104,5.070664
18464,44378,0.018461,0.546546,0.062467,0.001708,0.606390,9.186720,15.644748,30.574053,0.246003,0.452277,0.027840,4.846837,5.268244
18465,44382,0.022335,0.878060,0.121374,0.002009,0.933507,9.173666,13.633086,30.082392,0.282268,0.791306,0.073488,5.944564,6.728480
18466,44386,0.020003,0.368426,0.038095,0.001080,0.405054,9.117954,15.585550,30.175528,0.166186,0.311119,0.006839,4.862662,5.039570
18467,44389,0.021482,0.414332,0.037356,0.001055,0.448921,9.554591,15.495036,30.590165,0.195940,0.338868,0.044192,4.833057,5.110536
