iteration,food_quantity,event_poll_ms,ants_advance_ms,evaporation_ms,update_ms,advance_total_ms,render_ms,blit_ms,iteration_total_ms
1,0,0.603780,41.426324,0.181091,0.008720,41.616135,59.242574,15.798579,117.261759
2,0,0.021240,39.053611,0.365347,0.006679,39.425637,22.460979,13.773840,75.682511
3,0,0.020542,33.231187,0.214668,0.007453,33.453308,26.042062,15.791643,75.308257
4,0,0.021406,33.352147,0.196541,0.007075,33.555763,23.034102,2.518664,59.130338
5,0,0.012551,28.547137,0.179895,0.007087,28.734119,21.060768,10.665287,60.473230
6,0,0.018690,28.739806,0.178422,0.006781,28.925009,23.418573,7.716629,60.079467
7,0,0.017379,29.451324,0.262874,0.007824,29.722022,24.057870,6.749520,60.547250
8,0,0.018000,31.806603,0.181640,0.006794,31.995037,23.584206,3.661500,59.259177
9,0,0.010637,30.348039,0.178142,0.007293,30.533474,23.296909,6.744465,60.586150
10,0,0.020144,29.716414,0.287651,0.007233,30.011298,23.166805,7.622288,60.821443
11,0,0.021617,29.479818,0.248240,0.006932,29.734990,23.366814,5.856029,58.979976
12,0,0.038310,29.096302,0.229107,0.007121,29.332530,21.453412,9.631320,60.455980
13,0,0.020525,31.862062,0.229115,0.007151,32.098328,22.837023,4.742734,59.699150
14,0,0.012307,28.501466,0.249612,0.006569,28.757647,22.526129,9.680738,60.977419
15,0,0.021596,32.432328,0.260327,0.007814,32.700469,22.814421,4.769679,60.306682
16,0,0.014889,31.416930,0.247918,0.007207,31.672055,22.250925,6.635316,60.573739
17,0,0.018799,29.560481,0.209727,0.006732,29.776940,24.796454,4.780257,59.373011
18,0,0.013980,29.725054,0.173217,0.007549,29.905820,21.289568,9.608797,60.818493
19,0,0.021049,29.649540,0.269841,0.006474,29.925855,23.528210,6.739490,60.215351
20,0,0.013587,27.699367,0.218513,0.007226,27.925106,21.440985,10.663547,60.043738
21,0,0.016329,31.613344,0.292121,0.006067,31.911532,24.215247,3.690766,59.834240
22,0,0.010975,30.135431,0.151425,0.006726,30.293582,21.080029,9.614067,60.999172
23,0,0.016907,26.860487,0.262452,0.007046,27.129985,22.178105,10.604419,59.930133
24,0,0.013911,28.220475,0.235554,0.006069,28.462098,21.640083,9.660048,59.776982
25,0,0.018618,31.699531,0.203030,0.006996,31.909557,23.564197,4.728746,60.221573
26,0,0.011569,31.063318,0.194219,0.006540,31.264077,21.501153,7.622142,60.399405
27,0,0.010374,29.472391,0.151051,0.006894,29.630336,22.319178,7.672708,59.633210
28,0,0.014193,31.440838,0.167428,0.007154,31.615420,24.739172,3.672158,60.041406
29,0,0.010706,29.306764,0.353644,0.008822,29.669230,23.946567,7.601899,61.228863
30,0,0.012851,32.661481,0.168819,0.006985,32.837285,23.642923,3.732337,60.225909
31,0,0.013099,27.554354,0.433390,0.007674,27.995418,23.139927,8.599007,59.747895
32,0,0.016846,31.238806,0.172260,0.006600,31.417666,22.492117,6.699006,60.626308
33,0,0.010971,29.778747,0.357841,0.006250,30.142838,21.844510,7.712022,59.710931
34,0,0.015369,31.377498,0.164200,0.006715,31.548413,23.873288,4.635480,60.073127
