iteration,food_quantity,event_poll_ms,ants_advance_ms,evaporation_ms,update_ms,advance_total_ms,render_ms,blit_ms,iteration_total_ms
1,0,0.996192,53.213186,0.144177,0.006893,53.364256,65.529347,15.744579,135.635408
2,0,0.023628,38.215329,0.217884,0.006576,38.439789,23.760856,12.140000,74.364936
3,0,0.027194,33.700115,0.185924,0.006386,33.892425,26.773244,14.889163,75.582451
4,0,0.020575,33.398678,0.174542,0.005925,33.579145,24.363949,0.588623,58.552796
5,0,0.014043,36.416660,0.180672,0.005657,36.602989,23.773515,15.690811,76.082257
6,0,0.022252,36.315496,0.191421,0.006185,36.513102,24.506631,13.160317,74.203359
7,0,0.034183,36.501862,0.183069,0.006026,36.690957,24.979781,11.788842,73.494227
8,0,0.019880,41.089961,0.203826,0.006001,41.299788,26.875793,6.880479,75.076524
9,0,0.021904,41.302335,0.147895,0.006298,41.456528,23.336494,9.724035,74.539828
10,0,0.029624,33.856425,0.325125,0.006444,34.187994,28.457594,12.656594,75.332410
11,0,0.020621,34.986774,0.158218,0.005665,35.150657,26.829427,12.894183,74.895445
12,0,0.017914,41.107027,0.158066,0.005744,41.270837,21.017181,13.526685,75.833111
13,0,0.019589,36.561872,0.184010,0.005678,36.751560,25.243328,11.847769,73.862785
14,0,0.018133,35.295516,0.316127,0.005981,35.617624,24.859789,14.803719,75.299915
15,0,0.034516,42.707671,0.187140,0.005903,42.900714,24.489169,6.774259,74.199997
16,0,0.025847,36.238835,0.381759,0.005954,36.626548,23.080638,15.835589,75.569215
17,0,0.022072,37.652086,0.170934,0.006267,37.829287,23.650831,12.604929,74.107702
18,0,0.019904,37.348098,0.193931,0.005858,37.547887,23.661659,13.758787,74.988861
19,0,0.023229,34.329625,0.179763,0.005651,34.515039,22.018191,2.712263,59.269167
20,0,0.017081,42.287819,0.133947,0.005879,42.427645,23.833758,7.778076,74.057301
21,0,0.021558,34.610351,0.184606,0.010841,34.805798,22.865650,1.819185,59.512707
22,0,0.011123,38.276367,0.187742,0.005869,38.469978,23.051608,13.738180,75.271444
23,0,0.019287,33.939023,0.201147,0.005886,34.146056,23.380461,1.536085,59.082481
24,0,0.009167,34.173413,0.162518,0.005946,34.341877,23.350418,2.742537,60.444496
25,0,0.012311,37.485153,0.162479,0.005473,37.653105,22.587266,15.790637,76.043824
26,0,0.027582,35.502535,0.185972,0.006044,35.694551,22.938019,16.538464,75.199399
27,0,0.016945,31.609285,0.221527,0.005294,31.836106,21.710413,5.654729,59.218650
28,0,0.008365,36.016160,0.150301,0.005585,36.172046,21.431075,1.514150,59.126152
29,0,0.008957,33.811475,0.153790,0.005613,33.970878,24.888121,0.598080,59.466758
30,0,0.011183,36.920549,0.180048,0.006446,37.107043,20.822434,2.589539,60.530642
31,0,0.008740,33.326985,0.163725,0.005405,33.496115,23.243332,2.572212,59.321022
32,0,0.007682,34.756635,0.156724,0.005339,34.918698,20.395472,4.578992,59.901418
33,0,0.009852,34.265766,0.157743,0.005550,34.429059,23.785114,1.636684,59.861276
34,0,0.010988,34.808989,0.184548,0.006951,35.000488,25.865653,13.700150,74.577817
35,0,0.019977,37.110366,0.189757,0.005324,37.305447,25.423965,11.802951,74.552864
36,0,0.019234,34.897244,0.208833,0.005888,35.111965,22.595904,1.628281,59.355787
37,0,0.008994,37.104742,0.190588,0.005852,37.301182,22.999373,15.634849,75.944894
38,0,0.021937,34.933989,0.180409,0.005958,35.120356,25.076859,13.749500,73.969202
39,0,0.020673,34.564501,0.164833,0.006067,34.735401,25.132340,16.715059,76.604187
40,0,0.021649,32.372972,0.184436,0.005330,32.562738,24.322508,1.763404,58.670989
41,0,0.013510,35.516181,0.178442,0.005766,35.700389,22.328718,2.025424,60.068661
42,0,0.012465,34.248143,0.164771,0.006033,34.418947,25.243173,15.758228,75.433437
43,0,0.042948,33.144699,0.174313,0.005866,33.324878,22.313772,3.654770,59.337156
44,0,0.016087,34.204383,0.157927,0.006040,34.368350,25.370762,15.713247,75.469061
45,0,0.027303,34.356463,0.172993,0.005827,34.535283,22.949094,0.657936,58.170278
46,0,0.008163,36.351723,0.148862,0.005952,36.506537,25.040746,14.690308,76.246380
47,0,0.020093,36.242418,0.176115,0.005841,36.424374,22.798755,15.733066,74.977169
48,0,0.029465,35.936715,0.156729,0.005713,36.099157,22.734148,14.700841,73.564361
49,0,0.027405,33.472748,0.270507,0.005720,33.748975,23.448035,1.662923,58.887806
50,0,0.008879,33.084348,0.218596,0.005408,33.308352,22.503429,3.678830,59.500161
51,0,0.020924,37.789986,0.194504,0.006108,37.990598,22.932735,14.758351,75.703170
52,0,0.020509,35.087997,0.169003,0.005984,35.262984,22.993062,0.562456,58.839720
53,0,0.007194,33.062221,0.231081,0.007301,33.300603,24.611015,2.669891,60.589286
54,0,0.010947,39.552191,0.246809,0.009970,39.808970,25.776086,9.723564,75.320203
55,0,0.023101,34.239201,0.172301,0.005683,34.417185,23.495383,1.625809,59.561958
56,0,0.010834,33.704410,0.173175,0.005570,33.883155,25.885213,15.552288,75.332024
57,0,0.021543,32.247122,0.169749,0.005930,32.422801,23.111493,3.674699,59.231098
58,0,0.010383,37.804732,0.325524,0.006343,38.136599,23.009544,14.845969,76.003269
59,0,0.022815,35.459978,0.181474,0.005368,35.646820,24.545875,14.078583,74.294565
60,0,0.017697,37.777129,0.157294,0.008423,37.942846,24.979425,11.752258,74.692865
61,0,0.018098,34.376168,0.197068,0.005698,34.578934,24.207313,0.652532,59.457336
62,0,0.009353,36.988983,0.166303,0.006158,37.161444,26.524002,11.640429,75.336029
63,0,0.024133,37.944808,0.140650,0.006205,38.091663,29.341782,6.781381,74.239536
64,0,0.025104,38.113993,0.157300,0.005678,38.276971,24.460983,12.160309,74.923852
65,0,0.039649,36.012386,0.187417,0.009116,36.208919,25.662480,13.593270,75.504815
66,0,0.020943,34.695852,0.190140,0.005721,34.891713,26.301235,14.770329,75.984861
67,0,0.017869,32.370324,0.231545,0.006634,32.608503,25.790500,16.719755,75.137093
68,0,0.017819,35.441386,0.178972,0.008459,35.628817,24.137214,14.590684,74.375150
69,0,0.019587,34.660129,0.213653,0.007427,34.881209,22.362892,1.715158,58.979475
70,0,0.007388,32.457215,0.160198,0.005853,32.623266,21.907843,5.645059,60.184279
71,0,0.008885,32.698338,0.156453,0.006023,32.860814,23.325973,3.747676,59.943828
72,0,0.009260,34.202446,0.135097,0.009494,34.347037,24.388281,1.513225,60.258416
73,0,0.009807,36.156715,0.161111,0.008228,36.326054,22.325428,0.588012,59.249823
74,0,0.006872,33.610038,0.172641,0.006195,33.788874,26.705884,15.637907,76.140313
75,0,0.022156,32.222492,0.342703,0.005899,32.571094,22.261498,3.620005,58.475160
76,0,0.013701,35.710591,0.137017,0.005854,35.853462,21.888925,1.577128,59.333760
77,0,0.007387,30.569185,0.283770,0.007986,30.860941,22.270471,7.674432,60.813633
78,0,0.010111,30.632300,0.124861,0.006904,30.764065,22.125376,6.702117,59.602259
79,0,0.011283,33.308245,0.239096,0.005128,33.552469,22.301886,3.597228,59.463342
80,0,0.008298,35.958776,0.168482,0.005806,36.133064,21.666492,2.521055,60.329431
81,0,0.013250,33.423428,0.125529,0.006134,33.555091,24.378744,2.449315,60.396927
82,0,0.010192,30.665351,0.207761,0.009379,30.882491,24.910071,4.616166,60.419476
83,0,0.012289,33.191003,0.206357,0.006552,33.403912,24.874347,1.754980,60.046150
84,0,0.010057,35.713452,0.245476,0.006209,35.965137,23.643614,15.618327,75.237885
85,0,0.020603,34.469360,0.265098,0.009874,34.744332,24.100482,16.646043,75.512041
86,0,0.018109,34.071582,0.191508,0.005635,34.268725,22.789036,1.626541,58.703005
87,0,0.010033,36.225554,0.313797,0.006386,36.545737,26.932398,12.569933,76.058679
88,0,0.023395,33.236953,0.142358,0.005610,33.384921,23.722077,2.001892,59.132897
89,0,0.023905,36.682815,0.135703,0.008138,36.826656,29.200221,8.875659,74.927171
90,0,0.018076,38.342072,0.267977,0.009772,38.619821,26.541253,8.752443,73.932059
91,0,0.020272,40.273367,0.227980,0.006269,40.507616,25.228263,9.823555,75.580900
92,0,0.018723,39.844848,0.198627,0.008043,40.051518,26.298956,8.670772,75.040316
93,0,0.015764,31.110275,0.129680,0.005755,31.245710,23.185909,5.002320,59.450305
94,0,0.020016,33.112277,0.284367,0.008934,33.405578,23.393299,2.740616,59.559954
95,0,0.015717,36.791279,0.190661,0.005897,36.987837,23.700710,15.729434,76.434319
96,0,0.020723,29.742771,0.180657,0.016631,29.940059,25.422542,3.703349,59.087136
97,0,0.012982,34.421419,0.152912,0.008409,34.582740,24.173535,1.901183,60.670936
98,0,0.012371,50.876347,0.268762,0.006968,51.152077,29.301160,9.652398,90.118666
99,0,0.012033,35.379925,0.192081,0.010035,35.582041,23.993537,15.416619,75.004612
100,0,0.019276,31.506822,0.217236,0.007065,31.731123,24.704618,2.644557,59.100097
101,0,0.013334,34.445518,0.153484,0.005588,34.604590,23.437508,1.748991,59.804883
102,0,0.010903,36.812481,0.149754,0.005757,36.967992,22.294349,0.536944,59.810905
103,0,0.007189,34.750140,0.180145,0.007444,34.937729,22.509812,2.632793,60.087951
104,0,0.007755,34.817673,0.138156,0.005666,34.961495,24.321974,15.623469,74.915290
105,0,0.019509,30.768941,0.147737,0.005676,30.922354,24.476405,4.559067,59.977932
106,0,0.008519,35.480968,0.191743,0.007251,35.679962,22.078633,1.730772,59.498396
107,0,0.011745,34.554000,0.267308,0.005453,34.826761,21.824197,3.657098,60.320537
108,0,0.017106,32.520569,0.128452,0.008297,32.657318,22.851710,3.702681,59.229300
109,0,0.008708,36.618656,0.137765,0.005782,36.762203,23.345845,0.649696,60.767005
110,0,0.007598,30.755983,0.201975,0.008272,30.966230,22.572422,6.635364,60.182258
111,0,0.012972,36.943238,0.238613,0.005033,37.186884,23.861241,14.675832,75.737514
112,0,0.023906,34.427056,0.226460,0.005154,34.658670,22.144706,2.607834,59.435720
113,0,0.009439,29.699371,0.315074,0.005581,30.020026,23.650916,6.726046,60.406887
114,0,0.012764,32.172000,0.210274,0.006796,32.389070,21.433581,5.682387,59.518454
115,0,0.012444,33.540222,0.150702,0.005901,33.696825,23.352260,2.627874,59.690046
116,0,0.007415,35.563389,0.353984,0.005027,35.922400,24.714958,14.831991,75.477979
117,0,0.019182,30.952010,0.239909,0.005434,31.197353,26.288651,1.713445,59.219104
118,0,0.011339,31.238341,0.215973,0.005533,31.459847,24.665283,3.698883,59.835805
119,0,0.007827,30.827122,0.163926,0.006633,30.997681,22.388751,5.715504,59.110192
120,0,0.012483,32.999399,0.129082,0.005715,33.134196,21.354801,5.628891,60.131180
121,0,0.009684,30.507534,0.265210,0.005408,30.778152,26.671671,2.601168,60.061180
122,0,0.007688,32.949093,0.157917,0.005607,33.112617,20.908259,6.487604,60.516746
123,0,0.009757,34.893735,0.138840,0.005586,35.038161,24.455640,15.708488,75.212609
124,0,0.017103,29.229448,0.134224,0.005534,29.369206,22.627290,8.684312,60.698672
125,0,0.017690,40.315272,0.166137,0.005779,40.487188,21.670965,12.706546,74.883139
126,0,0.020125,38.727767,0.203810,0.005015,38.936592,22.970410,12.678471,74.606296
127,0,0.019500,33.233180,0.130326,0.005839,33.369345,23.682286,2.689952,59.761583
128,0,0.013352,34.960012,0.181976,0.006046,35.148034,36.151375,3.324566,74.637852
129,0,0.019592,35.072499,0.159196,0.006202,35.237897,25.572989,14.664573,75.495598
130,0,0.021841,34.565193,0.203240,0.005377,34.773810,22.536010,1.602566,58.934880
131,0,0.009841,32.541882,0.189325,0.005819,32.737026,21.909367,6.561819,61.218620
132,0,0.012317,32.574521,0.150373,0.005754,32.730648,22.089256,4.617631,59.450334
133,0,0.009270,33.745867,0.178927,0.005369,33.930163,21.643932,3.565940,59.149728
134,0,0.012971,33.673600,0.229099,0.005294,33.907993,23.333033,2.739931,59.994454
135,0,0.013165,33.460815,0.186624,0.005829,33.653268,21.932128,3.634336,59.233384
136,0,0.018774,33.935629,0.131697,0.005712,34.073038,25.852693,16.701673,76.647549
137,0,0.025636,34.188083,0.144200,0.005758,34.338041,25.791389,13.816461,73.972112
138,0,0.019786,36.427368,0.196241,0.006002,36.629611,21.687596,1.587204,59.924700
139,0,0.007519,31.733242,0.164426,0.006018,31.903686,24.545471,3.567915,60.024994
140,0,0.008311,32.027012,0.175727,0.005932,32.208671,26.417913,1.565127,60.200468
141,0,0.009646,31.013711,0.371628,0.005667,31.391006,23.882143,4.607090,59.890277
142,0,0.010759,34.094280,0.123686,0.006147,34.224113,21.772432,4.570422,60.578440
143,0,0.007951,33.411784,0.300448,0.005442,33.717674,24.809197,0.512868,59.048060
144,0,0.006722,30.396484,0.250498,0.005392,30.652374,22.354557,7.665582,60.679837
145,0,0.012467,32.375977,0.127556,0.005635,32.509168,24.281459,2.879773,59.683367
146,0,0.014470,39.257950,0.200439,0.006055,39.464444,22.816887,13.703481,76.000264
147,0,0.024852,35.270361,0.134547,0.006123,35.411031,23.218229,15.603795,74.258437
148,0,0.021845,35.557057,0.201243,0.005874,35.764174,22.990934,15.767703,74.545376
149,0,0.021642,38.871332,0.272322,0.005027,39.148681,29.197123,5.712135,74.080124
150,0,0.020623,35.149954,0.139329,0.006861,35.296144,27.289168,12.703004,75.309534
151,0,0.018835,31.351607,0.193021,0.005693,31.550321,26.696122,0.715804,58.981626
152,0,0.008460,39.649112,0.159105,0.006049,39.814266,29.084103,7.584385,76.491975
153,0,0.051963,35.050010,0.179983,0.006027,35.236020,25.832374,13.818980,74.940075
154,0,0.025901,33.992227,0.235641,0.005417,34.233285,26.254865,14.696597,75.211082
155,0,0.019218,32.872840,0.178357,0.005828,33.057025,23.021898,3.663867,59.762397
156,0,0.007463,30.293296,0.164994,0.005828,30.464118,22.029139,7.603706,60.104885
157,0,0.014027,29.577091,0.265326,0.005432,29.847849,23.407844,6.597519,59.867779
158,0,0.012142,33.486531,0.157067,0.006645,33.650243,22.171453,3.563928,59.398555
159,0,0.009506,29.896889,0.223834,0.005432,30.126155,21.753176,8.683668,60.573101
160,0,0.009944,29.988027,0.230430,0.005292,30.223749,25.140440,4.622208,59.996844
161,0,0.008461,31.260003,0.130006,0.006149,31.396158,23.309490,4.563621,59.278203
162,0,0.006971,30.305436,0.389861,0.006113,30.701410,21.436824,7.533931,59.679598
163,0,0.016260,33.948999,0.192812,0.006158,34.147969,24.650217,0.524843,59.339869
164,0,0.006573,36.663844,0.180232,0.005685,36.849761,24.813088,13.677421,75.347407
165,0,0.021206,29.989156,0.205951,0.005774,30.200881,24.299273,5.568866,60.090969
166,0,0.010061,33.997664,0.164066,0.006264,34.167994,27.456924,13.679985,75.315815
167,0,0.023269,37.162111,0.258441,0.007783,37.428335,25.916764,12.771196,76.140196
168,0,0.029880,34.848346,0.147752,0.005959,35.002057,28.158640,10.728363,73.919599
169,0,0.022771,33.971218,0.160367,0.005882,34.137467,27.088069,14.639863,75.888805
170,0,0.020254,35.862126,0.130878,0.005865,35.998869,25.066241,13.763889,74.849860
171,0,0.022172,35.298570,0.180205,0.005821,35.484596,27.081798,11.594610,74.183689
172,0,0.019619,35.076919,0.179381,0.005292,35.261592,24.609949,15.646241,75.537996
173,0,0.020689,35.707973,0.159362,0.006303,35.873638,26.354186,12.744777,74.994129
174,0,0.023526,33.071731,0.187606,0.005917,33.265254,24.760576,0.566097,58.615975
175,0,0.006864,33.093323,0.343707,0.008750,33.445780,25.404309,16.570134,75.427590
176,0,0.010101,33.012705,0.334634,0.007010,33.354349,26.048591,15.730270,75.143955
177,0,0.021317,34.612490,0.148485,0.006783,34.767758,27.087159,12.858477,74.735245
178,0,0.020192,35.213275,0.135589,0.005245,35.354109,26.199022,12.794840,74.368736
179,0,0.019643,37.955189,0.144999,0.005519,38.105707,25.567168,12.601641,76.294752
180,0,0.020235,38.190680,0.159371,0.006391,38.356442,24.468800,12.896205,75.742315
181,0,0.018865,36.728253,0.163768,0.005937,36.897958,33.188721,5.725511,75.831686
182,0,0.021123,38.614760,0.149043,0.007992,38.771795,28.899890,7.119262,74.812631
183,0,0.026241,36.742255,0.181596,0.005539,36.929390,29.049603,10.071603,76.077583
184,0,0.031571,45.732592,0.456110,0.009511,46.198213,27.892851,0.898626,75.022089
185,0,0.011246,49.931359,0.297770,0.006449,50.235578,26.968152,13.860514,91.075929
186,0,0.020560,36.252875,0.378731,0.020650,36.652256,25.014500,13.794355,75.482279
187,0,0.018638,34.665751,0.254896,0.006432,34.927079,24.899062,14.788445,74.633907
188,0,0.022038,40.703522,0.342443,0.005501,41.051466,23.347876,10.907718,75.329552
189,0,0.019135,47.071103,0.209259,0.006723,47.287085,22.925146,4.784496,75.016343
190,0,0.011442,42.175561,0.124623,0.006520,42.306704,23.010263,10.780937,76.109891
191,0,0.021746,34.267370,0.262520,0.006396,34.536286,22.252847,2.602119,59.413463
192,0,0.009159,42.101678,0.160991,0.005803,42.268472,27.681725,6.675189,76.635084
193,0,0.013403,38.560551,0.347138,0.006626,38.914315,29.329845,7.651824,75.909789
194,0,0.026425,33.118946,0.298259,0.006961,33.424166,29.761015,12.862492,76.074704
195,0,0.019322,40.619106,0.234019,0.006616,40.859741,23.335516,10.737003,74.952219
196,0,0.019451,44.554477,0.142029,0.005923,44.702429,23.538980,6.823215,75.084650
197,0,0.020252,48.151726,0.199982,0.006833,48.358541,23.877810,3.647472,75.904555
198,0,0.017168,40.861332,0.209278,0.006907,41.077517,23.762293,11.007775,75.865324
199,0,0.020738,39.121909,0.209925,0.006369,39.338203,23.694959,11.651522,74.705875
200,0,0.022311,44.352164,0.295289,0.007848,44.655301,25.295128,4.856214,74.829436
201,0,0.020670,38.617245,0.226244,0.006262,38.849751,22.943224,13.598603,75.412770
202,0,0.019422,40.690126,0.242157,0.006056,40.938339,24.613182,9.669544,75.241108
203,0,0.017148,40.155390,0.315004,0.006135,40.476529,24.708379,10.565203,75.767761
204,0,0.014876,35.505556,0.112297,0.005918,35.623771,24.492967,15.733174,75.865470
205,0,0.023222,39.270827,0.191333,0.006174,39.468334,26.760725,9.742709,75.995504
206,0,0.022264,47.375049,0.120970,0.006277,47.502296,26.915352,16.851518,91.292137
207,0,0.022851,42.375284,0.237896,0.006665,42.619845,23.687551,8.186766,74.517807
208,0,0.024264,43.640731,0.231313,0.006103,43.878147,23.894685,7.741896,75.539594
209,0,0.027532,41.976843,0.251095,0.006709,42.234647,26.217233,6.719097,75.199206
210,0,0.023634,43.031077,0.200525,0.006444,43.238046,24.585389,7.714666,75.562333
211,0,0.020339,52.822881,0.170902,0.005779,52.999562,24.557896,13.884217,91.462892
212,0,0.017376,35.520528,0.220843,0.006368,35.747739,25.609493,12.791294,74.166924
213,0,0.021241,44.419868,0.266888,0.006470,44.693226,25.348774,5.329873,75.393713
214,0,0.021463,34.642362,0.277888,0.032410,34.952660,33.716579,6.989668,75.680746
215,0,0.016704,43.453837,0.200472,0.005651,43.659960,25.591895,6.118431,75.387488
216,0,0.016418,51.199554,0.137872,0.006572,51.343998,25.134049,13.714118,90.209173
217,0,0.021543,44.503202,0.219968,0.006501,44.729671,24.768000,6.801655,76.321526
218,0,0.022777,38.037587,0.178865,0.005948,38.222400,25.380465,12.599949,76.226366
219,0,0.021002,46.428258,0.205783,0.005863,46.639904,24.716496,3.741961,75.120117
220,0,0.019847,40.618286,0.183566,0.006129,40.807981,26.189666,8.211886,75.229954
221,0,0.019257,42.372463,0.311520,0.006241,42.690224,24.733020,7.730350,75.173385
222,0,0.020093,35.010001,0.194155,0.006091,35.210247,24.485645,0.714723,60.431218
223,0,0.007569,43.721485,0.347101,0.005762,44.074348,23.758814,7.778205,75.619570
224,0,0.027663,38.963972,0.158944,0.005969,39.128885,30.952139,5.013310,75.122558
225,0,0.011415,46.602449,0.167485,0.006360,46.776294,24.929482,3.094011,74.811773
226,0,0.014282,38.489860,0.204403,0.005871,38.700134,24.407842,12.633394,75.756252
227,0,0.023579,39.443808,0.217797,0.005757,39.667362,23.238821,12.691632,75.621791
228,0,0.021412,42.307054,0.212938,0.006420,42.526412,23.611967,9.607408,75.767702
229,0,0.012082,43.507850,0.248344,0.007473,43.763667,27.938204,3.910532,75.624991
230,0,0.013623,40.744542,0.126347,0.005941,40.876830,24.271791,11.095264,76.258025
231,0,0.021089,47.033153,0.236673,0.006057,47.275883,27.496778,16.180963,90.975299
232,0,0.020469,32.636423,0.225918,0.006829,32.869170,24.071242,1.996374,58.958195
233,0,0.009036,42.417926,0.232972,0.005714,42.656612,25.482864,7.702376,75.851328
234,0,0.011685,34.469704,0.404812,0.007135,34.881651,22.708594,2.573844,60.176343
235,0,0.009120,45.501995,0.276352,0.006039,45.784386,23.419076,6.651427,75.864473
236,0,0.011926,46.066943,0.329193,0.006636,46.402772,23.403963,5.538177,75.357300
237,0,0.009702,45.695847,0.286573,0.006505,45.988925,23.769967,4.938955,74.708008
238,0,0.009638,38.892906,0.194267,0.005916,39.093089,28.639047,7.646777,75.389033
239,0,0.012408,39.524863,0.213967,0.009192,39.748022,26.266698,9.900959,75.928600
240,0,0.013737,40.071353,0.162839,0.006088,40.240280,26.463066,8.480772,75.198533
241,0,0.026915,46.726748,0.292276,0.005920,47.024944,27.773829,16.704380,91.530666
242,0,0.019660,40.462223,0.253225,0.006099,40.721547,25.162867,9.794114,75.698812
243,0,0.022122,47.367123,0.239407,0.005884,47.612414,29.457183,13.966368,91.058651
244,0,0.022403,41.517962,0.213207,0.006322,41.737491,25.007594,7.884876,74.652894
245,0,0.012773,43.208617,0.200629,0.006193,43.415439,23.072113,9.548338,76.049176
246,0,0.013474,40.345017,0.339355,0.006647,40.691019,23.977910,10.564096,75.247282
247,0,0.017650,41.510747,0.222943,0.006020,41.739710,25.293251,8.558371,75.609789
248,0,0.018593,45.306809,0.296303,0.005884,45.608996,24.868833,4.521810,75.018724
249,0,0.009254,35.951867,0.155510,0.006239,36.113616,25.056771,13.572360,74.752789
250,0,0.019898,43.137523,0.344079,0.006342,43.487944,25.902771,5.556778,74.968241
251,0,0.014577,40.541346,0.347016,0.005905,40.894267,26.074086,8.974957,75.958555
252,0,0.012825,44.760746,0.330625,0.006588,45.097959,26.837865,2.847302,74.796592
253,0,0.010164,41.182889,0.336921,0.008018,41.527828,22.851071,11.679906,76.069485
254,0,0.017316,36.506741,0.128547,0.006098,36.641386,24.395544,15.611490,76.666314
255,0,0.023012,41.234289,0.411531,0.007021,41.652841,24.343621,9.711773,75.731728
